Wins: 861, Loses: 132, Loses on first: 0, Undecided: 7
0.513 0.132 0.281 0.015 0.277 0.009 0.015 0.009 0.700 0.489
0.069 0.013 0.170 0.168 0.016 0.256 0.032 0.121 0.276 0.100
0.073 0.014 0.084 0.069 0.008 0.005 0.001 0.039 0.102 0.500
0.163 0.026 0.423 0.047 0.046 0.182 0.120 0.063 0.077 0.407
0.185 0.111 0.001 0.006 0.015 0.044 0.031 0.461 0.372 0.145
0.175 0.157 0.018 0.007 0.285 0.033 0.016 0.587 0.761 0.468
0.145 0.108 0.625 0.007 0.051 0.428 0.236 0.552 0.303 0.233
0.125 0.204 0.361 0.241 0.545 0.162 0.351 0.518 0.319 0.539
0.794 0.128 0.600 0.225 0.224 0.159 0.765 0.483 0.350 0.651

True risk factors:
1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000
1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000
1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000
1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000
1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000
0.130 0.420 0.710 0.580 0.290 0.000 1.000 1.000 1.000 1.000
1.000 1.000 1.000 1.000 1.000 0.145 1.000 1.000 1.000 1.000
1.000 1.000 1.000 1.000 1.000 0.290 1.000 1.000 1.000 1.000
1.000 1.000 1.000 1.000 1.000 0.420 1.000 1.000 1.000 1.000
1.000 1.000 1.000 1.000 1.000 0.275 1.000 1.000 1.000 1.000
Torch risk factors:
0.250 0.245 0.254 0.606 0.487 0.011 0.010 0.295 0.379 0.753
0.584 0.063 0.323 0.005 0.111 0.004 0.013 0.010 0.526 0.483
0.117 0.032 0.083 0.230 0.012 0.116 0.027 0.170 0.065 0.125
0.123 0.037 0.062 0.014 0.004 0.013 0.001 0.029 0.083 0.728
0.252 0.174 0.420 0.017 0.019 0.175 0.063 0.024 0.081 0.513
0.307 0.115 0.001 0.022 0.025 0.038 0.030 0.455 0.217 0.241
0.228 0.176 0.053 0.018 0.421 0.077 0.048 0.310 0.777 0.630
0.217 0.352 0.451 0.021 0.073 0.500 0.348 0.408 0.511 0.538
0.115 0.252 0.467 0.194 0.333 0.309 0.480 0.425 0.273 0.732
0.790 0.245 0.699 0.291 0.193 0.294 0.917 0.706 0.343 0.463

True risk factors:
1.000 1.000 1.000 0.047 1.000 1.000 1.000 1.000 0.000 1.000
1.000 1.000 1.000 0.326 0.302 1.000 1.000 1.000 0.047 1.000
1.000 1.000 1.000 0.674 1.000 1.000 1.000 1.000 0.023 1.000
1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 0.070 1.000
1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 0.163 1.000
1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 0.256 1.000
1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 0.581 0.163
1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000
1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000
1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000
Torch risk factors:
0.313 0.294 0.258 0.357 0.268 0.059 0.184 0.362 0.426 0.472
0.303 0.275 0.404 0.086 0.190 0.170 0.119 0.214 0.326 0.353
0.335 0.130 0.209 0.184 0.128 0.190 0.170 0.248 0.190 0.285
0.214 0.366 0.240 0.091 0.114 0.143 0.102 0.183 0.244 0.499
0.366 0.343 0.328 0.146 0.194 0.166 0.132 0.138 0.186 0.251
0.579 0.198 0.057 0.210 0.086 0.155 0.234 0.421 0.276 0.175
0.424 0.371 0.316 0.158 0.314 0.194 0.366 0.256 0.579 0.426
0.271 0.293 0.333 0.157 0.189 0.309 0.378 0.325 0.460 0.446
0.320 0.337 0.385 0.395 0.322 0.324 0.521 0.436 0.463 0.483
0.461 0.300 0.450 0.214 0.405 0.412 0.463 0.584 0.371 0.480

True risk factors:
1.000 1.000 0.294 1.000 0.647 1.000 1.000 1.000 1.000 1.000
1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000
1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000
1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 0.624
1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 0.153
1.000 1.000 1.000 1.000 1.000 1.000 0.584 0.231 0.114 0.035
1.000 0.471 1.000 1.000 1.000 1.000 0.153 1.000 1.000 1.000
1.000 0.000 0.078 0.157 0.192 0.114 0.035 1.000 1.000 1.000
1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000
1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000
Torch risk factors:
0.058 0.207 0.136 0.287 0.077 0.005 0.114 0.029 0.500 0.049
0.124 0.260 0.066 0.017 0.134 0.060 0.011 0.021 0.211 0.471
0.028 0.006 0.484 0.032 0.037 0.042 0.041 0.032 0.074 0.084
0.062 0.011 0.010 0.212 0.019 0.003 0.006 0.016 0.102 0.218
0.144 0.008 0.117 0.212 0.069 0.041 0.008 0.007 0.014 0.220
0.100 0.093 0.001 0.001 0.020 0.002 0.022 0.085 0.033 0.010
0.074 0.113 0.018 0.003 0.073 0.007 0.004 0.196 0.419 0.094
0.099 0.050 0.359 0.001 0.007 0.028 0.007 0.159 0.165 0.197
0.093 0.009 0.050 0.124 0.250 0.122 0.518 0.209 0.105 0.427
0.550 0.033 0.107 0.039 0.148 0.266 0.113 0.202 0.138 0.297

True risk factors:
1.000 1.000 1.000 1.000 1.000 0.146 1.000 1.000 1.000 1.000
1.000 1.000 1.000 1.000 1.000 0.192 1.000 1.000 1.000 1.000
1.000 1.000 1.000 1.000 1.000 0.077 1.000 1.000 1.000 1.000
1.000 1.000 1.000 1.000 0.000 0.123 0.354 1.000 1.000 1.000
1.000 1.000 1.000 1.000 0.154 1.000 1.000 1.000 1.000 1.000
1.000 1.000 1.000 1.000 0.231 1.000 1.000 1.000 1.000 1.000
1.000 1.000 1.000 1.000 0.262 1.000 1.000 1.000 1.000 1.000
1.000 1.000 1.000 1.000 0.185 1.000 1.000 1.000 1.000 1.000
1.000 1.000 1.000 1.000 0.223 1.000 1.000 1.000 1.000 1.000
1.000 1.000 1.000 1.000 0.146 1.000 1.000 1.000 0.646 1.000
Torch risk factors:
0.579 0.253 0.401 0.544 0.756 0.001 0.000 0.321 0.515 0.944
0.829 0.005 0.487 0.000 0.047 0.000 0.001 0.000 0.778 0.453
0.059 0.009 0.011 0.174 0.000 0.221 0.001 0.134 0.103 0.023
0.019 0.003 0.035 0.000 0.000 0.002 0.000 0.003 0.018 0.820
0.094 0.029 0.855 0.001 0.002 0.138 0.019 0.009 0.151 0.775
0.273 0.072 0.000 0.004 0.008 0.128 0.002 0.778 0.489 0.204
0.274 0.029 0.006 0.001 0.566 0.021 0.012 0.889 0.956 0.911
0.092 0.146 0.399 0.003 0.104 0.887 0.715 0.714 0.620 0.727
0.021 0.394 0.842 0.254 0.410 0.170 0.313 0.652 0.379 0.771
0.950 0.338 0.890 0.670 0.059 0.055 0.997 0.763 0.485 0.427

True risk factors:
1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000
1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000
1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000
1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000
1.000 1.000 1.000 1.000 1.000 1.000 1.000 0.000 0.625 0.625
1.000 1.000 1.000 1.000 1.000 1.000 1.000 0.417 1.000 1.000
1.000 1.000 1.000 1.000 1.000 1.000 1.000 0.917 1.000 1.000
1.000 1.000 1.000 1.000 1.000 1.000 1.000 0.667 1.000 1.000
1.000 1.000 1.000 1.000 1.000 1.000 1.000 0.250 0.875 0.875
1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000
Torch risk factors:
0.288 0.203 0.272 0.628 0.571 0.004 0.004 0.298 0.395 0.826
0.706 0.056 0.292 0.002 0.106 0.002 0.006 0.004 0.601 0.454
0.129 0.030 0.052 0.251 0.005 0.126 0.016 0.178 0.075 0.078
0.081 0.028 0.068 0.007 0.001 0.005 0.000 0.012 0.068 0.740
0.223 0.157 0.555 0.007 0.010 0.111 0.038 0.021 0.061 0.587
0.263 0.084 0.001 0.011 0.023 0.035 0.015 0.439 0.233 0.201
0.246 0.129 0.025 0.008 0.393 0.038 0.021 0.442 0.848 0.682
0.172 0.256 0.474 0.008 0.048 0.535 0.365 0.467 0.544 0.568
0.045 0.246 0.562 0.141 0.337 0.322 0.472 0.477 0.290 0.670
0.813 0.223 0.739 0.472 0.138 0.176 0.961 0.771 0.336 0.457

True risk factors:
1.000 1.000 1.000 1.000 1.000 0.348 1.000 1.000 1.000 1.000
1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000
1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000
1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000
0.167 0.275 0.580 1.000 1.000 1.000 1.000 1.000 1.000 1.000
1.000 1.000 0.109 1.000 1.000 1.000 1.000 1.000 0.543 1.000
1.000 1.000 0.000 0.109 0.435 1.000 1.000 1.000 0.109 1.000
1.000 1.000 1.000 1.000 0.022 0.094 0.181 0.072 0.000 1.000
1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000
1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000
Torch risk factors:
0.112 0.233 0.151 0.513 0.287 0.008 0.192 0.056 0.517 0.184
0.285 0.243 0.195 0.028 0.303 0.037 0.014 0.013 0.539 0.440
0.042 0.013 0.433 0.114 0.029 0.230 0.057 0.048 0.229 0.097
0.068 0.012 0.038 0.216 0.019 0.004 0.002 0.044 0.100 0.290
0.111 0.012 0.324 0.218 0.111 0.095 0.068 0.033 0.048 0.291
0.104 0.153 0.001 0.002 0.015 0.016 0.038 0.244 0.197 0.046
0.177 0.156 0.023 0.005 0.155 0.012 0.006 0.403 0.662 0.206
0.123 0.047 0.679 0.003 0.022 0.139 0.056 0.340 0.185 0.162
0.142 0.048 0.135 0.235 0.558 0.179 0.401 0.437 0.224 0.396
0.792 0.066 0.334 0.143 0.182 0.167 0.337 0.259 0.251 0.476

True risk factors:
1.000 1.000 1.000 1.000 1.000 1.000 1.000 0.235 1.000 1.000
1.000 1.000 1.000 1.000 1.000 1.000 1.000 0.363 1.000 1.000
1.000 1.000 1.000 1.000 0.038 0.209 0.466 0.919 1.000 1.000
0.363 0.449 0.256 0.085 0.231 1.000 1.000 1.000 1.000 1.000
1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000
1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000
1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000
1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000
0.705 1.000 1.000 1.000 1.000 1.000 1.000 1.000 0.513 1.000
1.000 1.000 1.000 1.000 1.000 0.662 0.214 0.085 0.000 1.000
Torch risk factors:
0.400 0.405 0.343 0.388 0.398 0.006 0.004 0.319 0.346 0.832
0.465 0.018 0.408 0.001 0.078 0.001 0.007 0.008 0.472 0.533
0.095 0.012 0.046 0.274 0.002 0.129 0.010 0.238 0.105 0.097
0.082 0.017 0.082 0.002 0.002 0.023 0.001 0.030 0.085 0.715
0.175 0.093 0.570 0.004 0.008 0.206 0.043 0.016 0.262 0.604
0.415 0.153 0.000 0.047 0.020 0.186 0.012 0.650 0.395 0.306
0.212 0.090 0.043 0.012 0.451 0.116 0.104 0.745 0.817 0.813
0.118 0.393 0.245 0.030 0.234 0.828 0.604 0.560 0.632 0.654
0.116 0.404 0.706 0.283 0.379 0.128 0.383 0.461 0.432 0.824
0.820 0.307 0.795 0.275 0.117 0.179 0.968 0.590 0.476 0.403

True risk factors:
1.000 1.000 1.000 0.188 1.000 1.000 1.000 1.000 1.000 1.000
1.000 1.000 1.000 0.188 1.000 1.000 1.000 1.000 1.000 1.000
1.000 1.000 1.000 1.000 0.375 1.000 1.000 1.000 1.000 1.000
1.000 1.000 1.000 0.111 1.000 1.000 1.000 1.000 1.000 1.000
1.000 1.000 1.000 0.250 1.000 1.000 1.000 1.000 1.000 1.000
1.000 1.000 1.000 0.306 1.000 1.000 1.000 1.000 1.000 1.000
1.000 1.000 1.000 0.306 1.000 1.000 1.000 1.000 1.000 1.000
1.000 1.000 1.000 0.208 1.000 1.000 1.000 1.000 1.000 1.000
1.000 1.000 1.000 0.069 1.000 1.000 1.000 1.000 1.000 1.000
1.000 1.000 1.000 0.000 0.104 0.521 1.000 1.000 1.000 0.583
Torch risk factors:
0.633 0.382 0.416 0.636 0.754 0.005 0.015 0.298 0.667 0.874
0.757 0.028 0.634 0.002 0.232 0.001 0.011 0.003 0.786 0.373
0.093 0.039 0.053 0.154 0.002 0.364 0.008 0.201 0.214 0.079
0.099 0.005 0.038 0.008 0.001 0.008 0.000 0.024 0.049 0.689
0.143 0.028 0.817 0.016 0.015 0.405 0.062 0.071 0.300 0.619
0.268 0.163 0.000 0.017 0.035 0.148 0.025 0.823 0.576 0.271
0.410 0.060 0.019 0.004 0.426 0.067 0.067 0.762 0.905 0.824
0.221 0.106 0.496 0.019 0.203 0.789 0.670 0.764 0.521 0.502
0.089 0.261 0.759 0.418 0.497 0.274 0.446 0.670 0.387 0.688
0.920 0.482 0.786 0.664 0.207 0.107 0.959 0.704 0.551 0.559

True risk factors:
1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000
0.243 0.243 0.069 1.000 1.000 1.000 1.000 1.000 1.000 1.000
1.000 1.000 0.243 1.000 1.000 1.000 1.000 1.000 1.000 1.000
1.000 1.000 0.879 0.335 0.231 0.116 0.000 1.000 1.000 1.000
1.000 1.000 1.000 1.000 1.000 1.000 0.116 1.000 1.000 1.000
1.000 1.000 1.000 1.000 1.000 1.000 0.289 1.000 1.000 1.000
1.000 1.000 1.000 1.000 1.000 1.000 1.000 0.364 0.191 1.000
1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 0.884 1.000
1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000
1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000
Torch risk factors:
0.181 0.148 0.201 0.658 0.385 0.003 0.005 0.267 0.258 0.795
0.491 0.051 0.277 0.003 0.075 0.003 0.006 0.007 0.532 0.461
0.126 0.018 0.046 0.125 0.009 0.051 0.018 0.168 0.056 0.076
0.128 0.055 0.053 0.006 0.002 0.007 0.001 0.013 0.075 0.684
0.291 0.194 0.391 0.005 0.007 0.094 0.018 0.017 0.036 0.389
0.357 0.043 0.001 0.017 0.015 0.020 0.017 0.397 0.138 0.099
0.190 0.126 0.030 0.010 0.321 0.047 0.045 0.246 0.778 0.557
0.143 0.321 0.379 0.007 0.026 0.364 0.343 0.453 0.592 0.517
0.066 0.159 0.440 0.184 0.185 0.326 0.437 0.459 0.243 0.721
0.671 0.183 0.697 0.260 0.209 0.247 0.939 0.819 0.240 0.517

True risk factors:
1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000
1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000
1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000
1.000 1.000 0.042 0.111 0.181 0.139 0.069 0.000 1.000 1.000
1.000 1.000 0.146 1.000 1.000 1.000 1.000 0.104 1.000 1.000
0.201 0.410 0.701 1.000 1.000 1.000 1.000 0.500 0.146 0.042
1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 0.146
1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 0.563
1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000
1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000
Torch risk factors:
0.179 0.205 0.188 0.436 0.346 0.004 0.003 0.211 0.253 0.818
0.520 0.009 0.275 0.000 0.042 0.000 0.002 0.003 0.561 0.549
0.031 0.003 0.021 0.160 0.002 0.051 0.004 0.138 0.039 0.062
0.071 0.008 0.027 0.001 0.001 0.003 0.000 0.014 0.043 0.720
0.147 0.037 0.326 0.002 0.003 0.160 0.032 0.005 0.076 0.479
0.305 0.056 0.000 0.009 0.004 0.028 0.006 0.401 0.231 0.167
0.113 0.073 0.014 0.003 0.472 0.081 0.036 0.498 0.808 0.747
0.079 0.430 0.344 0.007 0.065 0.730 0.519 0.602 0.565 0.440
0.131 0.281 0.592 0.196 0.320 0.161 0.330 0.470 0.183 0.860
0.842 0.206 0.829 0.158 0.089 0.267 0.969 0.607 0.363 0.461

True risk factors:
1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000
0.136 0.262 0.105 0.000 1.000 1.000 1.000 1.000 1.000 1.000
1.000 1.000 1.000 0.157 1.000 1.000 1.000 1.000 1.000 1.000
1.000 1.000 1.000 0.707 0.110 1.000 1.000 0.000 0.157 0.157
1.000 1.000 1.000 1.000 0.424 1.000 1.000 0.157 1.000 1.000
1.000 1.000 1.000 1.000 1.000 0.241 0.241 0.733 1.000 1.000
1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000
1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000
1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000
1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000
Torch risk factors:
0.081 0.114 0.160 0.613 0.414 0.001 0.000 0.193 0.208 0.860
0.664 0.004 0.189 0.000 0.018 0.000 0.000 0.001 0.682 0.624
0.024 0.001 0.010 0.096 0.001 0.037 0.002 0.095 0.013 0.019
0.028 0.006 0.015 0.000 0.000 0.001 0.000 0.002 0.014 0.834
0.171 0.049 0.336 0.000 0.001 0.080 0.007 0.001 0.012 0.676
0.182 0.022 0.000 0.002 0.002 0.006 0.001 0.339 0.111 0.095
0.081 0.037 0.005 0.001 0.536 0.020 0.006 0.401 0.879 0.738
0.063 0.393 0.372 0.001 0.010 0.585 0.434 0.480 0.518 0.577
0.046 0.211 0.513 0.112 0.193 0.177 0.307 0.407 0.100 0.912
0.856 0.116 0.825 0.184 0.069 0.200 0.992 0.816 0.188 0.351

True risk factors:
1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000
1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000
1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000
1.000 0.000 0.102 0.224 0.102 0.000 1.000 1.000 1.000 1.000
1.000 0.153 1.000 1.000 1.000 0.153 1.000 1.000 1.000 1.000
1.000 0.765 1.000 1.000 1.000 0.612 0.031 1.000 1.000 1.000
1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000
1.000 1.000 1.000 1.000 1.000 1.000 1.000 0.510 0.204 0.000
1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 0.153
1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 0.153
Torch risk factors:
0.209 0.224 0.243 0.658 0.560 0.004 0.003 0.210 0.281 0.854
0.710 0.025 0.270 0.001 0.082 0.001 0.003 0.002 0.640 0.495
0.065 0.011 0.046 0.305 0.002 0.096 0.011 0.129 0.049 0.057
0.072 0.009 0.052 0.004 0.001 0.004 0.000 0.011 0.055 0.744
0.152 0.074 0.470 0.004 0.006 0.120 0.038 0.011 0.069 0.582
0.193 0.083 0.000 0.006 0.012 0.033 0.008 0.395 0.215 0.230
0.180 0.087 0.016 0.004 0.422 0.033 0.013 0.509 0.880 0.690
0.118 0.369 0.508 0.006 0.049 0.625 0.422 0.535 0.500 0.477
0.060 0.236 0.564 0.128 0.456 0.271 0.383 0.497 0.238 0.790
0.888 0.198 0.820 0.364 0.098 0.193 0.976 0.712 0.346 0.421

True risk factors:
1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000
1.000 1.000 1.000 1.000 1.000 1.000 1.000 0.113 1.000 1.000
1.000 1.000 1.000 1.000 1.000 1.000 1.000 0.862 1.000 1.000
1.000 1.000 1.000 1.000 1.000 1.000 0.550 1.000 1.000 1.000
1.000 1.000 1.000 1.000 1.000 1.000 0.800 1.000 1.000 1.000
1.000 1.000 1.000 1.000 1.000 1.000 0.612 1.000 1.000 1.000
1.000 1.000 1.000 1.000 0.000 0.187 1.000 1.000 1.000 1.000
1.000 1.000 1.000 1.000 0.125 1.000 1.000 1.000 1.000 1.000
1.000 1.000 1.000 1.000 0.312 1.000 1.000 1.000 1.000 1.000
1.000 1.000 1.000 1.000 0.237 1.000 1.000 1.000 1.000 1.000
Torch risk factors:
0.137 0.108 0.263 0.633 0.608 0.000 0.000 0.198 0.349 0.966
0.859 0.000 0.245 0.000 0.013 0.000 0.000 0.000 0.897 0.709
0.009 0.000 0.001 0.051 0.000 0.056 0.000 0.109 0.031 0.002
0.004 0.000 0.004 0.000 0.000 0.000 0.000 0.000 0.002 0.940
0.059 0.014 0.817 0.000 0.000 0.047 0.001 0.000 0.015 0.900
0.099 0.009 0.000 0.000 0.001 0.011 0.000 0.661 0.327 0.110
0.103 0.002 0.000 0.000 0.714 0.006 0.001 0.925 0.968 0.934
0.019 0.118 0.239 0.000 0.005 0.918 0.814 0.803 0.740 0.779
0.008 0.197 0.823 0.136 0.173 0.078 0.210 0.490 0.107 0.954
0.948 0.090 0.962 0.444 0.018 0.059 1.000 0.854 0.160 0.236

True risk factors:
1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000
0.000 0.053 0.079 0.184 0.447 1.000 1.000 1.000 1.000 0.342
1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000
1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000
1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000
1.000 1.000 1.000 1.000 1.000 1.000 0.579 1.000 1.000 1.000
1.000 1.000 1.000 1.000 0.289 1.000 0.105 1.000 1.000 1.000
1.000 1.000 1.000 1.000 0.342 0.053 0.132 0.553 1.000 1.000
1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000
1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000
Torch risk factors:
0.321 0.326 0.401 0.556 0.444 0.044 0.050 0.400 0.431 0.701
0.571 0.080 0.430 0.015 0.223 0.019 0.058 0.070 0.632 0.570
0.262 0.065 0.088 0.168 0.046 0.232 0.071 0.386 0.185 0.179
0.258 0.134 0.121 0.024 0.020 0.040 0.009 0.067 0.151 0.657
0.401 0.320 0.572 0.029 0.033 0.301 0.076 0.078 0.166 0.570
0.433 0.113 0.009 0.082 0.079 0.115 0.037 0.578 0.407 0.244
0.345 0.182 0.099 0.039 0.476 0.193 0.225 0.491 0.715 0.683
0.297 0.322 0.362 0.050 0.150 0.548 0.557 0.630 0.608 0.568
0.224 0.276 0.549 0.396 0.292 0.383 0.485 0.443 0.368 0.722
0.624 0.379 0.710 0.466 0.353 0.404 0.905 0.734 0.349 0.519

True risk factors:
1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000
1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000
1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000
1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000
1.000 1.000 1.000 1.000 1.000 0.130 0.348 0.413 0.217 0.000
1.000 1.000 1.000 1.000 1.000 0.293 1.000 1.000 1.000 0.109
1.000 1.000 0.065 0.283 0.446 1.000 1.000 1.000 1.000 0.272
1.000 1.000 0.174 1.000 1.000 1.000 1.000 1.000 1.000 0.859
1.000 1.000 0.337 1.000 1.000 1.000 1.000 1.000 1.000 1.000
1.000 1.000 0.207 1.000 1.000 1.000 1.000 1.000 1.000 1.000
Torch risk factors:
0.191 0.137 0.239 0.566 0.609 0.000 0.000 0.217 0.347 0.939
0.824 0.001 0.264 0.000 0.018 0.000 0.000 0.000 0.817 0.587
0.014 0.001 0.003 0.096 0.000 0.064 0.000 0.105 0.026 0.008
0.010 0.001 0.008 0.000 0.000 0.000 0.000 0.001 0.005 0.885
0.074 0.012 0.653 0.000 0.000 0.099 0.005 0.001 0.030 0.790
0.173 0.021 0.000 0.001 0.001 0.013 0.000 0.567 0.293 0.126
0.110 0.009 0.001 0.000 0.625 0.017 0.003 0.818 0.943 0.898
0.033 0.204 0.321 0.000 0.016 0.871 0.708 0.734 0.623 0.661
0.024 0.262 0.781 0.151 0.255 0.106 0.246 0.535 0.118 0.928
0.927 0.168 0.926 0.361 0.029 0.091 0.999 0.805 0.308 0.334

True risk factors:
1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 0.821 0.107
1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 0.226
0.940 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 0.440
0.298 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 0.262
0.119 1.000 1.000 1.000 1.000 1.000 1.000 1.000 0.321 0.143
0.000 0.238 0.417 0.881 1.000 1.000 1.000 0.250 1.000 1.000
1.000 1.000 1.000 0.107 0.226 0.369 0.190 0.071 1.000 1.000
1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000
1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000
1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000
Torch risk factors:
0.157 0.196 0.278 0.492 0.433 0.009 0.094 0.112 0.507 0.518
0.552 0.227 0.314 0.020 0.219 0.014 0.015 0.006 0.569 0.359
0.064 0.023 0.176 0.172 0.024 0.158 0.039 0.094 0.266 0.104
0.071 0.014 0.059 0.040 0.005 0.004 0.001 0.019 0.072 0.576
0.140 0.033 0.418 0.068 0.035 0.112 0.100 0.053 0.041 0.257
0.134 0.108 0.001 0.004 0.015 0.029 0.030 0.371 0.293 0.084
0.243 0.234 0.017 0.007 0.221 0.019 0.008 0.334 0.739 0.389
0.146 0.058 0.672 0.003 0.030 0.243 0.146 0.440 0.413 0.221
0.114 0.120 0.353 0.229 0.465 0.248 0.391 0.419 0.349 0.449
0.807 0.065 0.652 0.220 0.206 0.151 0.749 0.535 0.240 0.608

True risk factors:
0.532 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000
1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000
1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000
1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000
1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000
0.500 1.000 1.000 1.000 1.000 1.000 0.494 1.000 1.000 1.000
0.184 1.000 1.000 1.000 0.652 0.304 0.342 1.000 1.000 1.000
0.165 1.000 1.000 1.000 0.158 1.000 0.063 1.000 1.000 1.000
0.101 1.000 1.000 1.000 0.063 1.000 0.000 0.063 0.158 0.120
0.038 0.101 0.139 0.063 0.000 1.000 1.000 1.000 1.000 1.000
Torch risk factors:
0.271 0.343 0.331 0.567 0.442 0.055 0.372 0.164 0.613 0.297
0.452 0.317 0.351 0.110 0.447 0.108 0.083 0.061 0.575 0.501
0.146 0.076 0.416 0.195 0.127 0.330 0.155 0.162 0.344 0.243
